,Has Author,Has Capture,Has Download Size,Has Download URL,Has Downloads,Has License,Has Logo,Has Name,Has Num Votes,Has OS,Has OS Details,Has Price,Has Project,Has Score Votes,Has Status,Has Summary,Has Topic,Has URL,Has Version,Has Warning,Has Warning Type,Supports ODF,Is Hosted in SC,Data de creació,Categories
Rebost:Pidgin,Projecte Pidgin,,"9,000,000","http://sourceforge.net/projects/pidgin/files/Pidgin/2.10.3/pidgin-2.10.3.exe,http://www.softcatala.org/wiki/Pidgin","3,433",Programari lliure,Fitxer:Logo pidgin.png,Pidgin,97,"Windows,Linux",,,,3113,Estable,"El '''Pidgin''' és un client de missatgeria instantània que permet comunicar-vos amb els vostres amics en temps real. És compatible amb les xarxes AIM, ICQ, MSN Messenger, Yahoo!, XMPP (Jabber i Google Talk), Gadu-Gadu, SILC, SIP/SIMPLE, GroupWise Messenger, Zephyr, MySpaceIM, IRC, i QQ. A més a més, us permet estar connectat simultàniament a diferents xarxes de missatgeria instantània des d'un únic programa.

El Pidgin us ofereix…",,http://pidgin.im,2.10.3,AVÍS: Ens cal gent per garantir que les properes versions d'aquesta aplicació continuïn en català. [[Projectes/Rebost/Traduccions|Voleu ajudar-hi]]?,Responsable,,fals,25 abril 2008 14:10:42,
Rebost:Planner,Comunitat Planner,Fitxer:Rebost planner.png,"10,562,424","http://ftp.gnome.org/pub/GNOME/binaries/win32/planner/0.14/planner-0.14.6.exe,https://wiki.gnome.org/Apps/Planner/Downloads","4,743",Programari lliure (GPL),Fitxer:Gnome-planner-logo.png,Planner,89,"Windows,Linux",,,,2517,Estable,"El '''Planner''' és una aplicació de gestió de projectes. Permet crear tasques, gràfics de Gantt, definir l'assignació de recursos a tasques. Permet importar del format de fitxer Microsoft Project XML i exportar a HTML i el seu propi format.

'''''Nota Windows''': La instal·lació és en anglès. Durant la instal·lació seleccioneu l'opció ''Translations''. Un cop finalitzada, el programa es mostrarà en l'idioma de configuració del Windows. Si…",Ofimàtica,https://wiki.gnome.org/action/show/Apps/Planner,0.14.6,,,,fals,8 agost 2008 11:26:56,
Rebost:PoNewEdit,Jordi March i Nogué,Fitxer:PoNewEditCAT.gif,"2,867,262",http://downloads.sourceforge.net/pof-editors/PoNewEdit_Inst.exe,383,"Programari lliure, GPL",Fitxer:PoNewEdit.gif,PoNewEdit,48,Windows,,,,2125,Estable,"El '''PoNewEdit''' és de fitxers .po, utilitzats per multitud de programes multilingües.

Entre les seves característiques, destaquen:
Per a facilitar la traducció amb traductors automàtics i revisió de la traducció realitzada amb editors externs, aquest programa permet la còpia de tots o alguns dels missatges a traduir al porta-retalls, i el procés invers d'enganxat de les traduccions realitzades.
Verifica la igualtat en el nombre dels paràmetres…",Llengua,http://pof-editors.sourceforge.net/indexCAT.htm,1.0.1,,,,fals,26 juny 2009 07:18:25,
Rebost:Poedit,Poedit,Fitxer:Rebost-poedit.png,"3,834,957","http://prdownloads.sourceforge.net/poedit/poedit-1.4.3-setup.exe,http://www.poedit.net/download.php#linux,http://prdownloads.sourceforge.net/poedit/poedit-1.4.3.dmg","1,411",Programari lliure (llicència MIT),Fitxer:Logo Poedit.svg,Poedit,90,"Windows,Linux,OSX",,,,2556,Estable,"El '''Poedit''' és un editor lliure i multiplataforma de catàlegs gettext (fitxers .po i .pot), un dels formats més comuns per a la localització de programari.

Algunes de les seves característiques són:
A diferència d'altres editors de catàlegs, el Poedit mostra les dades de forma molt compacta. Els missatges a traduir es mostren en una llista, de manera que pugueu navegar per catàlegs de mida considerable…",Llengua,http://www.poedit.net/,1.4.3,,,,fals,25 juliol 2008 22:38:50,
Rebost:Pola,manuelbarzi.com,,"1,760,000,1,421,312,1,540,096","http://manuelbarzi.com/pola/download/win/Pola.exe,http://manuelbarzi.com/pola/download/linux/Pola.jar,http://manuelbarzi.com/pola/download/mac/Pola.dmg","2,247",Programari gratuït,Fitxer:Pola.png,Pola,59,"Windows,Linux,OSX",,,,2559,Estable,"El '''Pola''' proporciona una manera fàcil i ràpida de crear imatges Polaroid a partir de qualsevol foto digital. Està basat en la idea original del programa Polaroid.exe. Amb un simple arrossega i deixa anar, Pola converteix qualsevol imatge en una fotografia Polaroid.

El Pola inclou les següents accions:  
Canvi de rodet: permet triar el rodet que es vol fer servir.Multisessió amb Polacam: permet crear…",Gràfic,http://www.pola-roid.net,3.0a-r5,,,,fals,10 agost 2010 08:44:16,
Rebost:QDacco,Carles Pina,Fitxer:Rebost-qdacco.png,"4,800,000,933,000","http://sourceforge.net/projects/dacco/files/qdacco/0.6/qdacco-win-0.6b.zip/download,http://sourceforge.net/projects/dacco/files/qdacco/0.8/qdacco-0.8.2.tar.bz2/download","1,593",Programari lliure (GPL),Fitxer:Logo qdacco.png,QDacco,71,"Windows,Linux",,,,2465,Estable,"El '''qDacco''' és una aplicació gràfica que permet consultar el diccionari catalàanglès Dacco d'una manera més còmoda que mitjançant un PDF o a través de la web. A més, ofereix una interfície molt usable i una interacció directa amb la comunitat; permetent, des del programa, enviar-hi suggeriments, reportar paraules que no existeixen, etc.

Dacco és un diccionari Català-Anglès, Anglès-Català escrit sense basar-se en cap altre diccionari…",Llengua,http://www.catalandictionary.org/catala/?q,"0.6b,0.8",,,,fals,25 juliol 2008 13:33:33,
Rebost:RAC1,"Radiocat XXI, S.L.",Fitxer:RAC1.PNG,"7,549,748,2,202,010","https://itunes.apple.com/app/rac1-oficial/id413261937?l=ca&mt=8,https://play.google.com/store/apps/details?id=com.grupogodo.rac1&hl=ca",131,Programa comercial,Fitxer:RAC1 Logo.jpg,RAC1,0,"iOS,Android",,Gratuït,,0,Estable,"Amb l'aplicació oficial de '''RAC1''' podeu gaudir en tot moment de la programació de l'emisora i de les noves funcionalitats que ofereix:
escolteu en directe RAC1
conegueu al detall tots els programes de la cadena de ràdio
escolteu els podcasts íntegres de cada programa i de les seccions que més us agradin de les darreres 10 setmanes
accediu a les últimes notícies i als esdeveniments destacats…",Multimèdia,http://rac1.org/,"2.8,1.3.3",,,,fals,7 gener 2013 11:00:53,
Rebost:RRRummy,YPR Software BV,Fitxer:Rummi screen01.jpg,,"http://download.rrrummy.com/rrrummysetup.exe,http://download.rrrummy.com/rrrummy-mac.zip","2,991",Comercial amb prova de gratuïta de 15 dies,Fitxer:Rummi logo.png,RRRummy,84,"Windows,Linux,OSX",,"19,95 € (15 dies gratuïts)",,3536,Estable,"El '''RRRummy''' és un programa per jugar a jocs de taula basats en el conegut Tile Rummy (Rummikub), amb moltes variants i alternatives totalment configurables, es juga usant cartes (baralla francesa) o fitxes numèriques.
Es pot jugar de forma Local, contra el programa (jugadors virtuals), o jugar On-line contra d'altres persones (màxim 4 jugadors per taula).…",Jocs,http://www.rrrummy.com/ca/index.php,7.3,,,,fals,29 gener 2011 10:55:28,
Rebost:Receptes.cat,Receptes.cat,,,http://www.appsgeyser.com/Noves%2Breceptes%2Bde%2Bcuina.apk,424,Creative commons,,Receptes.cat,22,Android,,,,2.5,Estable,"'''Receptes.cat''' es una aplicació per a l'Android que permet consultar receptes de cuina en català, així com publicar les nostres pròpies receptes i compartir coneixements de cuina entre altres usuaris de l'aplicació.…",Utilitats,http://www.receptes.cat,1.0.1,,,,fals,5 març 2012 11:48:14,
Rebost:Recull de termes de Microsoft,Microsoft Ireland,,,http://%7B%7B%7BURL%20programa%7D%7D%7D,467,Domini públic,,Recull de termes de Microsoft,49,Windows,,,,2286,Estable,"Els glossaris de les aplicacions més recents que Microsoft ha traduït al  català. Aquests glossaris contenen la frase original en anglès  emparellada amb la seva traducció al català.    Aquest fitxer conté els glossaris oficials de Microsoft, en ASCII  delimitat, per a les versions catalanes del Microsoft Excel 95,  Microsoft Windows 98 i Microsoft Internet Explorer 4.0.…",,http://www.microsoft.com,1.0,,,,verdader,18 març 2008 20:42:53,
Rebost:Recull de termes de Softcatalà,Softcatalà,,"26,406","http://www.softcatala.org/recull,https://www.softcatala.org/recull","3,721",Programari lliure,Fitxer:Softcatala Marca.png,Recull de termes de Softcatalà,83,"Windows,Linux,OSX",,,Mida=Projectes/Eines de localització de Softcatalà,2434,Estable,"És un recull de termes informàtics en anglès amb la corresponent  traducció al català, elaborat i actualitzat de manera continuada per Softcatalà. Aquests termes han estat extrets dels textos originals en   anglès dels diferents programes que Softcatalà ha traduït fins ara, o   que estan en procés de traducció.

Aquest document és una eina important i útil per a l'equip de traductors  de Softcatalà ja que inclou…",Llengua,https://www.softcatala.org,4.2,,,,fals,18 març 2008 20:48:22,
Rebost:Remote,Apple Inc.,Fitxer:Remote.jpg,"18,769,510",https://itunes.apple.com/app/remote/id284417350?l=ca&mt=8,116,Programa comercial,Fitxer:Remote Logo.jpg,Remote,11,iOS,,Gratuït,,2091,Estable,El '''Remote''' és una eina per accedir a la vostra llibreria multimèdia de l'iTunes des de l'iPhone. Controleu les cançons que es reprodueixen a l'ordinador a distància.…,Utilitats,http://www.apple.com/itunes/remote,3.0,,,,fals,3 gener 2013 11:51:48,
Rebost:Rhythmbox,GNOME,Fitxer:Rebost Rhythmbox.png,,http://www.gnome.org/projects/rhythmbox/download.html,411,Programari lliure (GPL),Fitxer:Logo Rhythmbox.png,Rhythmbox,73,Linux,,,,2425,Estable,"El '''reproductor de música Rhythmbox''' és una aplicació integral de gestió de música, originalment inspirat en l'iTunes d'Apple. És programari lliure, dissenyat per a treballar bé dins de l'escriptori GNOME.

El Rhythmbox disposa de moltes característiques, incloent-hi:
Navegador de música fàcil d'utilitzarCerca i ordenamentÚs de múltiples formats a través del GStreamerA Ubuntu, integració de la botiga de música Ubuntu OneUtilització de ràdio per Internet, incloent last…",Multimèdia,http://www.gnome.org/projects/rhythmbox/,0.13.1,,,,fals,10 agost 2008 11:07:58,
Rebost:RogiShip Explorer,rogi23696,Fitxer:Pantallarogiship.png,"693,47",http://sourceforge.net/projects/rogishipexplore/files/RogiShip%20Explorer%202.1/RogiShip%20Explorer%202.1.zip/download,"1,095",Programari lliure,Fitxer:Ship.png,RogiShip Explorer,49,Windows,,,,2.51,Estable,"El '''RogiShip Explorer''' és un navegador web petit i fàcil d'utilitzar. Conté les eines bàsiques que solen tenir tots els navegadors (desfer, refer, actualitzar, parar, pàgina d'inici, etc...) i altres funcions com el cercador, pestanyes, edició de pàgines web locals, historial, adreces d'interès, a més a més d'altres funcions avançades al menú d'opcions.
 
Inclou una calculadora bàsica per fer les operacions bàsiques de sumar, restar…",Internet Navegadors,http://sourceforge.net/projects/rogishipexplore/,2.1.0,,,,fals,10 octubre 2010 16:22:55,
Rebost:Salt,Conselleria d'Educació de la Generalitat Valenciana,,"68,500,000,58,500,000","http://www.edu.gva.es/polin/docs/salt4.zip,http://www.edu.gva.es/polin/docs/salt4.tgz","12,66",Programari gratuït,,Salt,188,"Windows,Linux",,,,3149,Estable,"El '''Salt''' és un programa de traducció i correcció de textos de la Conselleria d'Educació de la Generalitat Valenciana. 

És un traductor que permet passar els textos de l'espanyol al català i a la inversa amb un mètode interactiu que minimitza els errors i garanteix una gran qualitat dels textos traduïts. També és un corrector que, a més dels errors estrictament ortogràfics, detecta barbarismes, perífrasis incorrectes…",Llengua,http://www.edu.gva.es/polin/val/salt/apolin_salt.htm,4.0,,,,fals,18 març 2008 20:52:56,
Rebost:Scrabble3D,Heiko Tietze,Fitxer:Scrabble3D.png,"2,388,480,2,507,264,34,326,633,3,037,606","http://sourceforge.net/projects/scrabble/files/Main_Program/Windows/Scrabble3D-win32.msi/download,http://sourceforge.net/projects/scrabble/files/Main_Program/Windows/Scrabble3D-win64.msi/download,http://sourceforge.net/projects/scrabble/files/Main_Program/MacOS/Scrabble3D-darwin.dmg/download,http://sourceforge.net/projects/scrabble/files/Main_Program/Linux/",649,Programari lliure,Fitxer:Scrabble3D-logo.png,Scrabble3D,15,"Windows32,Windows64,Linux,OSX",enllaç web,,,1.8,Estable,"L''''Scrabble3D''' és un joc tipus Scrabble molt personalitzable. No només permet l'escrable clàssic i superescrable, també permet partides amb un tauler 3D i taulers personalitzats. Podeu jugar en local contra l'ordinador o connectar a un servidor de partides per trobar altres jugadors.

Podeu jugar en català, alemany, anglès, àrab, eslovac, español, finès, francès, gaèlic escocès, gaèlic irlandès, grec, hebreu, italià, neerlandès, romanès, rus i suec.

Tauler…",Jocs,https://sourceforge.net/apps/mediawiki/scrabble/index.php?title=Main_Page,3.1.0 (patch 29),,,,fals,17 desembre 2012 08:46:55,
Rebost:Scribus,L'equip de l'Scribus,Fitxer:Rebost Scribus.png,"73,536,350,83,962,495","http://sourceforge.net/projects/scribus/files/scribus/1.4.3/scribus-1.4.3-windows.exe/download,http://sourceforge.net/projects/scribus/files/scribus/1.4.3/scribus-1.4.3-windows-x64.exe/download,http://wiki.scribus.net/canvas/Download","9,147",Programari lliure (GPL),Fitxer:Logo Scribus.svg,Scribus,118,"Windows32,Windows64,Linux,OSX",,,,2881,Estable,"L''''Scribus''' és un programa de codi obert per a l'autoedició disponible per a Windows, OSX i Linux. Té per objectiu la producció, amb qualitat professional, de PDF i Postscript. Disposa d'unes capacitats de disseny de pàgina similars a programes com el Quark Xpress, l'inDesign o el PageMaker.

L'Scribus es pot utilitzar per a moltes tasques: disseny de pàgines de diaris, revistes, pòsters, documentació tècnica i altres…",Ofimàtica,http://www.scribus.net/,1.4.3,AVÍS: Ens cal gent per garantir que les properes versions d'aquesta aplicació continuïn en català. [[Projectes/Rebost/Traduccions|Voleu ajudar-hi]]?,Responsable,verdader,fals,7 gener 2009 12:34:36,
Rebost:SeaMonkey,Mozilla,Fitxer:SeaMonkey-Softcatala.png,,"http://download.mozilla.org/?product=seamonkey-2.39&os=win&lang=ca,http://download.mozilla.org/?product=seamonkey-2.39&os=linux&lang=ca,http://download.mozilla.org/?product=seamonkey-2.39&os=osx&lang=ca","15,211",MPL 2.0,Fitxer:Seamonkey-logo.png,SeaMonkey,180,"Windows,Linux,OSX",,,Projectes/Mozilla,3061,Estable,"El '''SeaMonkey''' és una solució lliure d'Internet basada en el codi de  Mozilla.org que consisteix en un navegador, un gestor de correu, un redactor web i un client de xat IRC. És l'evolució de l'antic Mozilla que continua a nivell comunitari, passa a rebre el nom de SeaMonkey i, amb això, inicia també una nova numeració.

De la mateixa manera, també s'hi inclouen per defecte…",Internet Navegadors,http://www.seamonkey-project.org,2.39,,,,fals,18 març 2008 20:51:52,
Rebost:Sebran,Marianne Wartoft,Fitxer:Sebran cat.png,"950,005",http://www.wartoft.nu/download/sebran.exe,"8,395",GPL,,Sebran,109,Windows,,,,2606,Estable,"El '''Sebran''' (zebra, en suec) és un joc educatiu pensat per nens de 4 a 9 anys. És una agrupació de mini-jocs pensats perquè els nens es familiaritzin amb les lletres i els nombres, cadascun d'ells amb nivells diversos de dificultat.

'''''Nota:''' La instal·lació és en anglès, però en el seu transcurs podreu triar el català com a llengua del programa.''…",Jocs,http://www.wartoft.nu/software/sebran/,1.49,,,,fals,11 setembre 2008 12:56:01,
Rebost:Seledroid,JColom,Fitxer:1.png,"1,5",https://play.google.com/store/apps/details?id=com.jcolom.Seledroid&feature=search_result#?t=W251bGwsMSwyLDEsImNvbS5qY29sb20uU2VsZWRyb2lkIl0.,198,,Fitxer:ESCOLA EN CATALA.png,Seledroid,16,Android,,Gratuïta,,2,Estable,"Posa a prova els teus coneixements! Amb '''Seledroid''', la selectivitat al teu Android. Estàs preparat per treure bona nota a les proves d'accés a la universitat? Comprova-ho!

La versió 1.1 conté 10 preguntes de cadascuna de les assignatures comunes i de la branca tecnològica, tot i així això serà millorat oferint més varietat, i més assignatures!…",Educació/Ciència,https://play.google.com/store/apps/details?id=com.jcolom.Seledroid&feature=more_from_developer#?t=W251bGwsMSwyLDEwMiwiY29tLmpjb2xvbS5TZWxlZHJvaWQiXQ..,1.1,,,,fals,5 gener 2013 01:18:54,
Rebost:Sigil,"Strahinja Marković, John Schember i Kevin Hendricks",Fitxer:Captura-Sigil.png,,"https://github.com/Sigil-Ebook/Sigil/releases/download/0.8.7/Sigil-0.8.7-Windows-Setup.exe,https://github.com/Sigil-Ebook/Sigil/releases/download/0.8.7/Sigil-0.8.7-Windows-x64-Setup.exe,https://github.com/Sigil-Ebook/Sigil/releases/download/0.8.7/Sigil-0.8.7-Mac-Package.dmg",534,GPL v3,Fitxer:LogoSigil.png,Sigil,6,"Windows,OSX,Windows64",,0 €,,3167,Estable,"El '''Sigil''' és un editor multiplataforma de llibres electrònics en format EPUB amb les següents característiques:Multiplatforma: funciona a Windows, Linux i MacSuport UTF-16Suport complet de l'estàndard EPUB 2Múltiples modes de visualització: llibre, codi i previsualitzacióEdició WYSIWYG en el mode llibreControl complet editant la sintaxi EPUB en el mode de visualització de codiGenerador de la taula de continguts amb suport per a capçaleres multinivellEditor de metadades amb…",Ofimàtica,http://sigil-ebook.com/,0.8.7,,,,fals,29 juliol 2013 12:27:23,
Rebost:Skype,Microsoft,Fitxer:Captura-Skype.jpg,"21,500,000","https://play.google.com/store/apps/details?id=com.skype.raider&hl=ca,http://www.skype.com/go/download/","3,134",Programari comercial,Fitxer:Logotip-skype-nou.jpg,Skype,23,"Windows,Android",,,,2826,Estable,"L''''Skype''' és un programa gratuït i senzill que permet fer trucades de veu i videoconferències gratuïtes a qualsevol usuari de Skype amb una qualitat excel·lent, i trucades de pagament a un preu competitiu a telèfons fixos i mòbils. Dels creadors de la tecnologia de Kazaa, Skype usa tecnologia d'igual a igual (P2P) per connectar-vos amb altres usuaris. L'Skype requereix un micròfon, uns auriculars i una connexió…",Internet Eines,http://www.skype.com,"6.9.0.106,4.4.0.31369",,,,fals,27 octubre 2012 21:38:19,
Rebost:Smultron,Peter Borg,Fitxer:Finestra smultron.png,"10,276,771",http://tuppis.com/smultron,401,Programari de codi obert,Fitxer:Smultron.png,Smultron,38,OSX,,,,2684,Estable,"El '''Smultron''' per a Mac OS X és un editor de texts gratuït per programar en diferents llenguatges amb una interfície molt agradable i personalitzable, permetent utilitzar-hi diversos colors. 

També pot editar fitxers de diversos formats i proporciona múltiples funcions per a fer més amena la tasca de l'usuari.…",Utilitats,http://tuppis.com/smultron/,3.5.1,,,,fals,20 febrer 2009 00:03:08,
Rebost:Socius,Baarasoft,Fitxer:Rebost Socius.png,"86,248,000,90,771,000","http://www.baarasoft.com/Socius222Win.zip,http://www.baarasoft.com/Socius222Mac.zip","2,198",Demostració Comercial,,Socius,56,"Windows,OSX",,,,2446,Estable,"El '''Socius''' és un programa per a l'administració de la gestió de les associacions sense ànim de lucre.

Ofereix més de 20 mòduls que permeten dur un control exhaustiu de totes les tasques d'una associació. El programa s'adapta a diferents tipus d'associacions, existeixen mòduls específics per a associacions musicals, ONG que apadrinen nens, associacions de pares d'alumnes, associacions religioses, associacions de malalts, associacions d'assistència social, associacions…",Ofimàtica,http://www.baarasoft.com,2.2.2,,,,fals,6 juny 2009 20:41:01,
Rebost:Songbird,Pioneers of the Inevitable,Fitxer:Rebost Songbird.jpg,"15,783,080,28,440,583,187,279,294","http://sourceforge.net/projects/songbird.mirror/files/Songbird%202.2.0/Songbird_2.2.0-2453_windows-i686-msvc8.exe/download,http://sourceforge.net/projects/songbird.mirror/files/Songbird%202.2.0/Songbird_2.2.0-2453_macosx-i686.dmg/download,http://sourceforge.net/projects/songbird.mirror/files/Songbird%202.2.0/Songbird2.2.tar.gz/download","8,709",Programari lliure,Fitxer:Songbird.png,Songbird,116,"Windows,Linux,OSX",,,,2931,"Estable,En desenvolupament","El '''Songbird''' és un reproductor multimèdia lliure per a Windows i Mac OS que té possibilitat d'instaŀlar-hi extensions i temes (anomenats ''plomatges''). Està basat en la plataforma Mozilla i inspirat en l'iTunes d'Apple. En el mateix reproductor s'hi integra un navegador d'Internet.

Entre les característiques destaquen:Cerca i ordenament.Ús de múltiples formats a través del GStreamer:Àudio: AAC, FLAC, Fairplay, MP3, Ogg Vorbis, WMA i WMA DRM…",Multimèdia,http://sourceforge.net/projects/songbird.mirror/,2.2.0,"El programa no rep actualitzacions des de l'estiu de 2013, en el seu lloc es recomana utilitzar la seva bifurcació multiplataforma [[Rebost:Nightingale|Nightingale]].",Obsolet,,fals,2 desembre 2008 18:59:51,
Rebost:SopCast Player,[http://code.google.com/u/flyguy97/ flyguy97],,255,http://code.google.com/p/sopcast-player/downloads/list,524,Programari lliure,Fitxer:Logo Sopcast-player.svg,SopCast Player,32,Linux,,,,1844,Estable,"El '''SopCast Player''' és una interfície gràfica per a entorns Linux fàcil d'utilitzar per al sistema de difusió p2p desenvolupada per SopCast. El SopCast Player està compost per un reproductor de vídeo, una guia de canals i les adreces d'interès.

Per a instal·lar el programa cal descarregar els fitxers ""sp-auth"" i ""sopcast-player"" de la pàgina de descàrrega corresponents a la nostra distribució de GNU/Linux i instal·lar-los…",Multimèdia,http://code.google.com/p/sopcast-player/,3.0.1,,,,fals,23 juny 2009 10:35:03,
Rebost:Sound Juicer,Ross Burton,Fitxer:Rebost Sound Juicer.png,,http://www.burtonini.com/computing/sound-juicer-2.22.0.tar.bz2,440,Programari lliure (GPL),Fitxer:Logo Sound Juicer.png,Sound Juicer,58,Linux,,,,1931,Estable,"El '''Sound Juicer''' és un extractor d'àudio de CD per a l'escriptori GNOME (GNU/Linux i altres sistemes Unix).

Entre les seves característiques, destaquen:
Dissenyat per a requirir la mínima intervenció de l'usuariConverteix a format OGG, MP3, FLAC i PCMReproductor de CD incorporatAfegeix el nom del disc, l'autor i el nom de les cançons de forma automàtica a través del servei MusicBrainz

La manera més fàcil d'instal·lar-lo…",Multimèdia,http://burtonini.com/blog/computers/sound-juicer,2.23.1,,,,fals,16 agost 2008 19:22:42,
Rebost:Stellarium,stellarium.org,Fitxer:Pantalla.PNG,"42,911,720,35,250,510,56,403,439","http://downloads.sourceforge.net/stellarium/stellarium-0.10.5.exe,http://downloads.sourceforge.net/stellarium/stellarium-0.10.5.tar.gz,http://downloads.sourceforge.net/stellarium/stellarium-0.10.5.dmg","1,791",Programari lliure,Fitxer:Logo.PNG,Stellarium,35,"Windows,Linux,OSX",,,,2486,Estable,"L''''Stellarium''' és un planetari virtual de codi lliure que reprodueix el cel d'una manera molt realista a l'ordinador. Amb l'Stellarium podeu veure el mateix que veuríeu a ull nu, amb binocles o telescopi.

S'utilitza, fins i tot, en projectors de planetaris. Només cal que fixeu unes coordenades i ja està.…",Educació/Ciència,http://www.stellarium.org,0.10.5,,,,fals,17 abril 2009 14:28:16,
Rebost:Sumatra PDF,Krzysztof Kowalczyk,,"4,201,456",https://kjkpub.s3.amazonaws.com/sumatrapdf/rel/SumatraPDF-2.4-install.exe,"1,234",Programari lliure,Fitxer:SumatraPDF logo.png,Sumatra PDF,26,Windows,,,,2385,Estable,"El '''Sumatra PDF''' és un lector de fitxers en format PDF, ePub, MOBI, CHM, XPS, DjVu, CBZ i CBR, lleuger, ràpid, portable i minimalista, només per a sistemes MS Windows. 

En el seu desenvolupament es valora més la senzillesa que no pas el nombre de característiques.…",Utilitats,http://blog.kowalczyk.info/software/sumatrapdf/,2.4,,,,fals,17 març 2011 20:11:04,
Rebost:Super3,CCRTV,Fitxer:Super3.jpg,,"https://itunes.apple.com/es/app/super3/id468414356?mt=8&ign-mpt=uo%3D4,https://play.google.com/store/apps/details?id=es.jm.dolores.tv3&feature=nav_result",244,Programa Comercial,Fitxer:Logosuper.jpg,Super3,0,"iOS,Android",,Gratuït,Projectes/Rebost,0,Estable,"Super3 és l'aplicació del programa de televisió i canal de televisió Súper 3. Amb l'aplicació els nens i nenes fans del canal poden reveure les seves sèries preferides, jugar als jocs en línia disponibles al web, tornar a reveure les estrelles del canal, consultar les activitats disponibles amb el carnet del club, entre altres.…",Jocs,http://www.super3.cat,3.2,,,,fals,27 març 2013 17:20:42,
Rebost:SyncBack,www.2brightsparks.com,,"1,760,000",http://www.2brightsparks.com/assets/software/SyncBack_Setup_CA.zip,"1,14",Programari gratuït,,SyncBack,30,Windows,,,,2.3,Estable,"El '''SyncBack''' és un sincronitzador de fitxers i carpetes. Compara fitxers idèntics, situats en ubicacions diferents, ja siguin a carpetes, memòries USB, discs durs, etc. Mostra quins fitxers són més recents i, un cop informat, permet sobreescriure'n els més antics. També replica les carpetes noves creades.

Permet fer còpies de seguretat de carpetes, memòries de seguretat i discs durs en altres ubicacions. És possible configurar el…",Utilitats,http://www.2brightsparks.com/syncback/,3.2.26,,,,fals,6 juliol 2010 11:00:09,
Rebost:SyncBackPro,2brightsparks,Fitxer:SyncBack screen cat.jpg,,http://www.2brightsparks.com/assets/software/SyncBackPro_Setup.exe,747,Programari comercial (30 dies avaluació),Fitxer:Sbpro.gif,SyncBackPro,55,Windows,,,,3327,Estable,"El '''SyncBackPro''' és un programa per fer còpies de seguretat o sincronitzar fitxers en diferents localitzacions i que pot usar-se amb discs durs, CD i DVD regravables (formatats amb UDF), targetes de memòria (com ara Compact Flash, Secure Digital, etc.), FTP, FTPS, i servidors SFTP, arxius Zip64 (amb xifratge AES de 256 bits), servidors de correu POP3/IMAP4/SMTP, i xarxes compartides. És fàcil d'utilitzar, però inclou…",Utilitats,http://www.2brightsparks.com,5.8,,,,fals,9 gener 2010 01:14:38,
Rebost:TMB Virtual,Transports Metropolitans de Barcelona,Fitxer:TMB Virtual.PNG,"4,194,304","https://itunes.apple.com/app/tmb-virtual/id387847254?l=ca&mt=8,https://play.google.com/store/apps/details?id=com.geomobile.tmbmobile",409,Programa comercial,Fitxer:TMBVirtual Logo.jpg,TMB Virtual,10,"iOS,Android",2.2 o superior,Gratuït,,2.2,Estable,"'''TMB Virtual''' és una aplicació desenvolupada per ''Transports Metropolitans de Barcelona'' per tal de facilitar que l'accés al transport públic de la ciutat sigui més fàcil.

Trobeu el transport que necessiteu més ràpidament, planifiqueu la vostra ruta i esbrineu quant de temps falta fins que passi el següent autobús. A través del mòbil podreu localitzar totes les parades d'autobús, estacions de metro, tramvies i trens més…",Utilitats,http://www.tmb.cat/,"2.3,2.0.4",,,,fals,6 gener 2013 17:25:07,
Rebost:TV3,CCRTV Interactiva SA,Fitxer:TV3.PNG,"2,411,725,27,000,000","https://itunes.apple.com/app/tv3/id364615121?l=ca&mt=8,https://play.google.com/store/apps/details?id=cat.tv3.eng.tresac",500,Programa comercial,Fitxer:TV3 Logo.jpg,TV3,11,"iOS,Android",2.2 o superior,Gratuït,,3,Estable,"'''TV3''' t’acompanya allà on sigueu amb el vostre telèfon o tauleta! 

Des d’aquesta aplicació podreu mirar en directe el TV3CAT i el 3/24, recuperar els programes que no hagis pogut veure, saber en un tres i no res què faran a tots els canals de Televisió de Catalunya i molt més.

Característiques i funcionalitats destacades:
Senyal en directe de TV3CAT i el 3/24.Més de 75…",Multimèdia,http://www.tv3.cat/mobils/contacta.html,"2.2,2.1",,,,fals,7 gener 2013 10:50:24,
